Shooter,Open_Mean,Open_MSE,Contested_Mean,Contested_MSE,Distribution_Diff
77725,0,0,42.790225329411214,0.0,-1,0,1
78852,44.488678172165216,38.586856813484815,41.237264576707354,0.0,0.08426220386838043,7,1
68012,37.01010712506495,106.20198086250734,43.72750510690926,23.311264611779794,0.05186649409675978,7,5
78846,52.06144397726418,4.076542377699896,30.063724914384586,151.9431151138415,0.140993253135889,5,2
77728,45.877563603046326,29.96142346036016,0,0,-1,2,0
77727,38.55690346305834,130.5380637065767,45.15282208280741,11.680983657336446,0.04637858811465171,7,3
67906,34.71488479501348,97.02542676418453,48.74458259212304,85.97826503584719,0.07666346869351585,7,3
68001,53.794206188650364,130.6253014226508,0,0,-1,5,0
78845,43.92396894815568,55.44504635466311,55.04811306787867,0.0,0.2006336877881861,7,1
68011,50.58653711959694,56.764995966204545,55.539472579179225,0.0,0.0872533394088683,4,1
67927,41.00281867689352,70.24659151229693,58.25679280120088,41.88473114625582,0.15387292074353612,8,3
77726,29.63526035007102,0.0,0,0,-1,1,0
67883,45.95177423729345,26.1103571634253,40.176853764924886,203.89439257455473,0.025107831377166413,4,5
67884,51.2273900079338,24.626298900091324,51.58794469648344,63.45884081631466,0.004093252161607085,10,5
67921,37.48184329027724,0.4814471753136705,0,0,-1,2,0
67885,40.471974902489656,31.50325691370478,47.24881826777825,0.0,0.2151156429270803,4,1
78848,48.46341637124468,79.85463490814537,0,0,-1,2,0
67881,44.85190778839723,22.233646793389386,28.020070055623428,0.0,0.7570434975956496,6,1
67887,41.983841950195405,127.45145759159978,48.32541075124388,2.0128661694922343,0.04898313772333865,5,2
67897,44.775123823771544,0.0,51.396198511767594,344.83362551070365,0.019200780313086176,1,2
79832,52.234167235433766,20.395478876429713,45.57282733274066,0.0,0.3266086539596463,9,1
67346,44.528622458903946,76.28725861473896,44.511958891672386,43.69143429388595,0.0001388877210410317,8,6
67339,44.728281569143206,85.41061428891294,44.7241204384538,99.28337919759113,2.252986472842772e-05,13,5
67361,41.68984585917803,106.91360085467632,39.741261730731004,0.0,0.01822578336965436,8,1
67365,41.46541216715239,150.76722478787065,46.00721921200258,0.2781143434731511,0.030069163808495915,4,2
67344,50.95344120428017,1.182661264278529,0,0,-1,2,0
67369,51.60734393147318,16.612685492048467,43.525797072691915,8.465978345249795,0.32224790408338977,4,2
67351,43.734823728271,0.15447480428500338,0,0,-1,3,0
67342,53.6161436796493,0.0,0,0,-1,1,0
67367,45.4753536044514,12.077327668996602,43.01793897650249,115.15404692162255,0.019314533351981043,5,5
67347,48.98191632086612,6.160844202937367,0,0,-1,5,0
67337,51.43049057844727,126.79965600467365,34.97522981664019,0.0,0.1297737019191958,7,1
75481,42.6971948404469,21.509394922947507,0,0,-1,2,0
67903,56.374615569030006,46.05341255528201,47.81232294229977,33.930040625990706,0.10705079971134583,5,3
77929,46.81605925739157,0.0,51.68040106158907,0.0,-1,1,1
77930,46.825540294142144,0.0,51.53553307473764,21.446159286466322,0.21961940679829592,1,2
67363,45.755509991000075,181.29000932924373,53.16293694864558,0.0,0.04085954314334419,2,1
77928,45.49107468626475,65.75160988360912,0,0,-1,2,0
67918,41.73864798731558,46.56428346691291,0,0,-1,5,0
67910,44.1853466986811,1.6799819814018218,0,0,-1,2,0
67922,35.10988912378625,126.76959996955866,0,0,-1,3,0
75482,0,0,36.133728951223844,0.0,-1,0,1
67349,45.71729763362381,41.55287821456588,29.371255749049514,0.0,0.3933792937319172,4,1
78377,26.902628939855102,0.0,32.20229750486359,0.0,-1,1,1
67886,38.34530387486227,0.0,0,0,-1,1,0
78370,45.00313868720243,0.0,0,0,-1,1,0
68002,56.13144461247853,0.0,37.86031915391229,0.0,-1,1,1
68018,38.88036082315694,0.0,0,0,-1,1,0
